DTXSID,PREFERRED_NAME,CASRN,SMILES,multmer_test,inorganic,CAN_SMILES,docking score,MMGBSA,Polymers,isDuplicated,firstOccurred,IMPORTANCE,Primary_Class,Sec_class
DTXSID50573618,"Dichloropalladium--tris[3-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)phenyl]phosphane (1/2)",343343-17-9,Cl[Pd]Cl.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC1=CC(=CC=C1)P(C1=CC=CC(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C1)C1=CC=CC(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC1=CC(=CC=C1)P(C1=CC=CC(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C1)C1=CC=CC(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C1,TRUE,FALSE,FC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(CCc1cccc(c1)P(c1cccc(c1)CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)c1cccc(c1)CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,,,FALSE,TRUE,DTXSID30403303,,,
DTXSID50461501,Bis[tris(3-(perfluorooctyl)phenyl)phosphine]palladium(II) dichloride,326475-45-0,Cl[Pd]Cl.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC(=CC=C1)P(C1=CC=CC(=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=CC=CC(=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC(=CC=C1)P(C1=CC=CC(=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=CC=CC(=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,FC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(c1cccc(c1)P(c1cccc(c1)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)c1cccc(c1)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,,,FALSE,TRUE,DTXSID30412359,,,
DTXSID50659926,"Lithium 4,4,5,5,6,6-hexafluoro-1,1,3,3-tetraoxo-1lambda~6~,3lambda~6~,2-dithiazinan-2-ide",189217-62-7,[Li+].FC1(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C1(F)F,TRUE,FALSE,FC1(F)C(F)(F)S(=O)(=O)NS(=O)(=O)C1(F)F,,,FALSE,TRUE,DTXSID30458858,,,
DTXSID10659927,"Potassium 4,4,5,5,6,6-hexafluoro-1,1,3,3-tetraoxo-1lambda~6~,3lambda~6~,2-dithiazinan-2-ide",588668-97-7,[K+].FC1(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C1(F)F,TRUE,FALSE,FC1(F)C(F)(F)S(=O)(=O)NS(=O)(=O)C1(F)F,,,FALSE,TRUE,DTXSID30458858,,,
DTXSID20880149,(E)-Perfluoro-2-butene,1516-64-9,F\C(=C(\F)C(F)(F)F)C(F)(F)F,FALSE,FALSE,FC(=C(C(F)(F)F)F)C(F)(F)F,,,FALSE,TRUE,DTXSID3059890,,,
DTXSID60892488,Perfluorotetradecanoate,365971-87-5,[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,OC(=O)C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,,FALSE,TRUE,DTXSID3059921,,,
DTXSID10896698,"Sodium hydrogen (3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)phosphonate",92678-93-8,[Na+].OP([O-])(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,OP(=O)(CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,,,FALSE,TRUE,DTXSID30627108,,,
DTXSID30896993,"N,N-diethylethanaminium ((perfluorooctyl)ethyl)phosphonate (1:1)",92678-96-1,CC[NH+](CC)CC.OP([O-])(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,OP(=O)(CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,,,FALSE,TRUE,DTXSID30627108,,,
DTXSID40329969,NSC174297,31183-12-7,[V].CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,O=C(C(C(C(F)(F)F)(F)F)(F)F)CC(=O)C(C)(C)C,,,FALSE,TRUE,DTXSID3066215,,,
DTXSID10329971,NSC174310,17631-66-2,[Tb].CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,O=C(C(C(C(F)(F)F)(F)F)(F)F)CC(=O)C(C)(C)C,,,FALSE,TRUE,DTXSID3066215,,,
DTXSID30329978,NSC174337,23841-30-7,[Th].CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,O=C(C(C(C(F)(F)F)(F)F)(F)F)CC(=O)C(C)(C)C,,,FALSE,TRUE,DTXSID3066215,,,
DTXSID00329980,NSC174341,62477-38-7,[Co].CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,O=C(C(C(C(F)(F)F)(F)F)(F)F)CC(=O)C(C)(C)C,,,FALSE,TRUE,DTXSID3066215,,,
DTXSID20330018,NSC177711,30304-08-6,[Fe].CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,O=C(C(C(C(F)(F)F)(F)F)(F)F)CC(=O)C(C)(C)C,,,FALSE,TRUE,DTXSID3066215,,,
DTXSID20331161,"Tris(6,6,7,7,8,8,8-heptafluoro-2,2-dimethyl-3,5-octanedionato)gadolinium(III)",17631-67-3,[Gd+3].CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,O=C(C(C(C(F)(F)F)(F)F)(F)F)CC(=O)C(C)(C)C,,,FALSE,TRUE,DTXSID3066215,,,
DTXSID60422744,NSC174303,30983-38-1,[In].CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,O=C(C(C(C(F)(F)F)(F)F)(F)F)CC(=O)C(C)(C)C,,,FALSE,TRUE,DTXSID3066215,,,
DTXSID50638594,"Sodium 6,6,7,7,8,8,8-heptafluoro-2,2-dimethyl-3,5-dioxooctan-4-ide",24347-13-5,[Na+].CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,O=C(C(C(C(F)(F)F)(F)F)(F)F)CC(=O)C(C)(C)C,,,FALSE,TRUE,DTXSID3066215,,,
DTXSID40896969,"5-(Perfluoropropyl)-2,2-dimethyl-3,5-pentanedione barium(2+) (2:1)",118360-70-6,[Ba++].CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,O=C(C(C(C(F)(F)F)(F)F)(F)F)CC(=O)C(C)(C)C,,,FALSE,TRUE,DTXSID3066215,,,
DTXSID50896970,"5-(Perfluoropropyl)-2,2-dimethyl-3,5-pentanedione strontium(2+) (2:1)",125009-58-7,[Sr++].CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,O=C(C(C(C(F)(F)F)(F)F)(F)F)CC(=O)C(C)(C)C,,,FALSE,TRUE,DTXSID3066215,,,
DTXSID10896971,"5-(Perfluoropropyl)-2,2-dimethyl-3,5-pentanedione barium(2+) hydrate (2:1:1)",143457-82-3,O.[Ba++].CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,O=C(C(C(C(F)(F)F)(F)F)(F)F)CC(=O)C(C)(C)C,,,FALSE,TRUE,DTXSID3066215,,,
DTXSID40896666,"(4E)-1,1,1,2,2,3,3,6,6,7,7,8,8,8-Tetradecafluorooct-4-ene",35709-14-9,FC(F)(F)C(F)(F)C(F)(F)\C=C\C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,FC(C(C(F)(F)F)(F)F)(C=CC(C(C(F)(F)F)(F)F)(F)F)F,,,FALSE,TRUE,DTXSID30709115,,,
DTXSID50881346,"Pentane, 1,1,1,2,2,3,4,5,5,5-decafluoro-, (3S,4R)-",1006614-95-4,F[C@H]([C@H](F)C(F)(F)C(F)(F)F)C(F)(F)F,FALSE,FALSE,FC(C(F)(F)F)C(C(C(F)(F)F)(F)F)F,,,FALSE,TRUE,DTXSID30869884,,,
DTXSID10881347,"Pentane, 1,1,1,2,2,3,4,5,5,5-decafluoro-, (3R,4S)-",1006614-96-5,F[C@@H]([C@@H](F)C(F)(F)C(F)(F)F)C(F)(F)F,FALSE,FALSE,FC(C(F)(F)F)C(C(C(F)(F)F)(F)F)F,,,FALSE,TRUE,DTXSID30869884,,,
DTXSID70881348,"Pentane, 1,1,1,2,2,3,4,5,5,5-decafluoro-, (3S,4S)-",1006614-97-6,F[C@@H]([C@H](F)C(F)(F)C(F)(F)F)C(F)(F)F,FALSE,FALSE,FC(C(F)(F)F)C(C(C(F)(F)F)(F)F)F,,,FALSE,TRUE,DTXSID30869884,,,
DTXSID30881349,"Pentane, 1,1,1,2,2,3,4,5,5,5-decafluoro-, (3R,4R)-",1006614-98-7,F[C@H]([C@@H](F)C(F)(F)C(F)(F)F)C(F)(F)F,FALSE,FALSE,FC(C(F)(F)F)C(C(C(F)(F)F)(F)F)F,,,FALSE,TRUE,DTXSID30869884,,,
DTXSID40892300,"rel-(3R,4R)-1,1,1,2,2,3,4,5,5,5-Decafluoropentane",142347-07-7,F[C@H]([C@@H](F)C(F)(F)C(F)(F)F)C(F)(F)F,FALSE,FALSE,FC(C(F)(F)F)C(C(C(F)(F)F)(F)F)F,,,FALSE,TRUE,DTXSID30869884,,,
DTXSID50895185,"(2S)-3,3,4,4,5,5,5-Heptafluoropentan-2-ol",1313024-90-6,C[C@H](O)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,CC(C(C(C(F)(F)F)(F)F)(F)F)O,,,FALSE,TRUE,DTXSID30880135,,,
DTXSID50897563,(-)-1-Perfluoropropylethanol,85571-83-1,[H][C@](C)(O)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,CC(C(C(C(F)(F)F)(F)F)(F)F)O,,,FALSE,TRUE,DTXSID30880135,,,
DTXSID20892525,"6:2 Fluorotelomer sulfonamido N,N-dimethyl amine",1383438-86-5,[H]N(CCC[N+]([H])(C)C)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,CN(CCCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C,,,FALSE,TRUE,DTXSID30880433,,,
DTXSID00892326,2H-Perfluoro-2-octenoic acid,70887-88-6,OC(=O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,OC(=O)C=C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)F,,,FALSE,TRUE,DTXSID30891463,,,
DTXSID90891565,4:2 Fluorotelomer sulfonate,414911-30-1,[O-]S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,FC(C(C(C(F)(F)F)(F)F)(F)F)(CCS(=O)(=O)O)F,,,FALSE,TRUE,DTXSID30891564,,,
DTXSID90892335,8:2 Fluorotelomer thioether amido sulfonate,1383439-45-9,CC(C)(CS([O-])(=O)=O)NC(=O)CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,O=C(NC(CS(=O)(=O)O)(C)C)CCSCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,,FALSE,TRUE,DTXSID30892334,,,
DTXSID001009916,Sodium 8-chloroperfluoro-1-octanesulfonate,NOCAS_1009916,[Na+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,TRUE,FALSE,FC(C(C(C(C(S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(C(C(C(Cl)(F)F)(F)F)(F)F)F,,,FALSE,TRUE,DTXSID30892935,,,
DTXSID90896671,"(2E)-4,4,5,5,6,6,6-Heptafluorohex-2-enoic acid",37759-76-5,OC(=O)\C=C\C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,OC(=O)C=CC(C(C(F)(F)F)(F)F)(F)F,,,FALSE,TRUE,DTXSID30895360,,,
DTXSID90896297,"(1Z)-1,3,4,4,4-Pentafluoro-3-(trifluoromethyl)but-1-ene",14318-61-7,F\C=C/C(F)(C(F)(F)F)C(F)(F)F,FALSE,FALSE,FC=CC(C(F)(F)F)(C(F)(F)F)F,,,FALSE,TRUE,DTXSID30896296,,,
DTXSID401009918,Sodium perfluorohexylperfluorooctylphosphinate,2361298-14-6,[Na+].[O-]P(=O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,FC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(P(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O)(F)F)F,,,FALSE,TRUE,DTXSID30896594,,,
DTXSID90896712,"(1s,4s)-4-(Nonafluorobutyl)cyclohexane-1-carboxylic acid",88951-24-0,OC(=O)[C@H]1CC[C@H](CC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,OC(=O)C1CCC(CC1)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,,,FALSE,TRUE,DTXSID30896711,,,
DTXSID60896966,(S)-(Perfluoropropyl)phenylmethanol,59153-45-6,[H]C(O)(C1=CC=CC=C1)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,OC(C(C(C(F)(F)F)(F)F)(F)F)c1ccccc1,,,FALSE,TRUE,DTXSID30896958,,,
DTXSID80388474,8-Chloroperfluorooctanoic acid,335-63-7,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,FALSE,FALSE,OC(=O)C(C(C(C(C(C(C(Cl)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,,FALSE,TRUE,DTXSID40167989,,,
DTXSID80881076,Diammonium (perfluoro-7-methyloctyl)ethyl phosphate,93857-49-9,[NH4+].[NH4+].[O-]P([O-])(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,TRUE,FALSE,OP(=O)(OCCC(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,,,FALSE,TRUE,DTXSID40229475,,,
DTXSID60881115,Bis((perfluoro-11-methyldodecyl)ethyl) hydrogen phosphate,93857-56-8,OP(=O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,FALSE,FALSE,FC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(CCOP(=O)(OCCC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O)F,,,FALSE,TRUE,DTXSID40239599,,,
DTXSID90881188,Bis(2-hydroxyethyl)ammonium bis((perfluoro-11-methyldodecyl)ethyl) phosphate,94231-56-8,OCC[NH2+]CCO.[O-]P(=O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,TRUE,FALSE,FC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(CCOP(=O)(OCCC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O)F,,,FALSE,TRUE,DTXSID40239599,,,
DTXSID00881073,16:2 Fluorotelomer phosphate,93857-48-8,[NH4+].[NH4+].[O-]P([O-])(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,OP(=O)(OCCC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,,,FALSE,TRUE,DTXSID40240983,,,
DTXSID50880591,"Cyclohexanesulfonic acid, decafluoro(trifluoromethyl)-, potassium salt (1:1)",68156-07-0,[K+].[O-]S(=O)(=O)C1(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,TRUE,FALSE,FC1(F)C(F)(F)C(C(F)(F)F)(S(=O)(=O)O)C(C(C1(F)F)(F)F)(F)F,,,FALSE,TRUE,DTXSID40276525,,,
DTXSID40655199,"2,2,3,3,4,4,4-Heptafluorobutanimidamide--hydrogen chloride (1/1)",2358-53-4,Cl.NC(=N)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,NC(=N)C(C(C(F)(F)F)(F)F)(F)F,,,FALSE,TRUE,DTXSID40290781,,,
DTXSID90896757,"2,2,3,3,4,4,5,5,5-Nonafluoropentanal hydrate (1:1)",907607-08-3,O.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C=O,TRUE,FALSE,O=CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,,,FALSE,TRUE,DTXSID40377824,,,
DTXSID00379288,CIS-1-IODO-2-(HEPTAFLUOROPROPYL)CYCLOHEXANE,7589-43-7,FC(F)(F)C(F)(F)C(F)(F)[C@H]1CCCC[C@H]1I,FALSE,FALSE,IC1CCCCC1C(C(C(F)(F)F)(F)F)(F)F,,,FALSE,TRUE,DTXSID40379287,,,
DTXSID10662951,"(1S,2R)-1-(Heptafluoropropyl)-2-iodocyclohexane",7589-44-8,FC(F)(F)C(F)(F)C(F)(F)[C@@H]1CCCC[C@H]1I,FALSE,FALSE,IC1CCCCC1C(C(C(F)(F)F)(F)F)(F)F,,,FALSE,TRUE,DTXSID40379287,,,
DTXSID50678970,"Barium bis(6,6,7,7,8,8,8-heptafluoro-2,2-dimethyl-5-oxooct-3-en-3-olate)",36885-31-1,[Ba++].CC(C)(C)C([O-])=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C([O-])=CC(=O)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,O=C(C(C(C(F)(F)F)(F)F)(F)F)C=C(C(C)(C)C)O,,,FALSE,TRUE,DTXSID40420521,,,
DTXSID10694151,"Copper(2+) bis(6,6,7,7,8,8,8-heptafluoro-2,2-dimethyl-5-oxooct-3-en-3-olate)",80289-21-0,[Cu++].CC(C)(C)C([O-])=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C([O-])=CC(=O)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,O=C(C(C(C(F)(F)F)(F)F)(F)F)C=C(C(C)(C)C)O,,,FALSE,TRUE,DTXSID40420521,,,
DTXSID70694354,"1,1,1,2,2,3,3-Heptafluoro-6-hydroxy-7,7-dimethyloct-5-en-4-one--copper (2/1)",38926-19-1,[Cu].CC(C)(C)C(O)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(O)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,O=C(C(C(C(F)(F)F)(F)F)(F)F)C=C(C(C)(C)C)O,,,FALSE,TRUE,DTXSID40420521,,,
DTXSID10712364,"Strontium 6,6,7,7,8,8,8-heptafluoro-2,2-dimethyl-5-oxooct-3-en-3-olate--water (1/2/1)",36885-30-0,O.[Sr++].CC(C)(C)C([O-])=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C([O-])=CC(=O)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,O=C(C(C(C(F)(F)F)(F)F)(F)F)C=C(C(C)(C)C)O,,,FALSE,TRUE,DTXSID40420521,,,
DTXSID80746535,"Calcium (3E)-6,6,7,7,8,8,8-heptafluoro-2,2-dimethyl-5-oxooct-3-en-3-olate (3Z)-6,6,7,7,8,8,8-heptafluoro-2,2-dimethyl-5-oxooct-3-en-3-olate (1/1/1)",124053-49-2,[Ca++].CC(C)(C)C(\[O-])=C/C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(\[O-])=C\C(=O)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,O=C(C(C(C(F)(F)F)(F)F)(F)F)C=C(C(C)(C)C)O,,,FALSE,TRUE,DTXSID40420521,,,
DTXSID10897044,"Silver, (6,6,7,7,8,8,8-heptafluoro-2,2-dimethyl-3,5-octanedionato-βO3,βO5)-",76121-99-8,[Ag+].CC(C)(C)C(\[O-])=C\C(=O)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,O=C(C(C(C(F)(F)F)(F)F)(F)F)C=C(C(C)(C)C)O,,,FALSE,TRUE,DTXSID40420521,,,
DTXSID00897295,"Erbium, tris(6,6,7,7,8,8,8-heptafluoro-2,2-dimethyl-3,5-octanedionato-βO3,βO5)-",17978-75-5,[Er+3].CC(C)(C)C(\[O-])=C\C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(\[O-])=C\C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(\[O-])=C\C(=O)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,O=C(C(C(C(F)(F)F)(F)F)(F)F)C=C(C(C)(C)C)O,,,FALSE,TRUE,DTXSID40420521,,,
DTXSID60897296,"Neodymium, tris(6,6,7,7,8,8,8-heptafluoro-2,2-dimethyl-3,5-octanedionato-βO3,βO5)-",17978-76-6,[Nd+3].CC(C)(C)C(\[O-])=C\C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(\[O-])=C\C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(\[O-])=C\C(=O)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,O=C(C(C(C(F)(F)F)(F)F)(F)F)C=C(C(C)(C)C)O,,,FALSE,TRUE,DTXSID40420521,,,
DTXSID80897298,"Ytterbium, tris(6,6,7,7,8,8,8-heptafluoro-2,2-dimethyl-3,5-octanedionato-βO3,βO5)-",18323-96-1,[Yb+3].CC(C)(C)C(\[O-])=C\C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(\[O-])=C\C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(\[O-])=C\C(=O)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,O=C(C(C(C(F)(F)F)(F)F)(F)F)C=C(C(C)(C)C)O,,,FALSE,TRUE,DTXSID40420521,,,
